YYYYMMDD,DOY,TEMP,RHUM,RAIN,LAT,LON
2000-09-05,249,25.14,84.525177001953125,31.977750778198242,14.6774,121.25562
2000-09-06,250,25.07,85.812713623046875,23.881702423095703,14.6774,121.25562
2000-09-07,251,25.59,87.09925079345703,0,14.6774,121.25562
2000-09-08,252,25.8,86.13409423828125,23.881702423095703,14.6774,121.25562
2000-09-09,253,25.52,88.36060333251953,0,14.6774,121.25562
2000-09-10,254,26.34,83.59150695800781,0,14.6774,121.25562
2000-09-11,255,26.25,83.05036163330078,0,14.6774,121.25562
2000-09-12,256,25.79,86.65421295166016,0,14.6774,121.25562
2000-09-13,257,26.15,83.05326843261719,0,14.6774,121.25562
2000-09-14,258,25.78,86.19807434082031,0,14.6774,121.25562
2000-09-15,259,26.19,85.27812957763672,0,14.6774,121.25562
2000-09-16,260,25.25,88.97522735595703,0,14.6774,121.25562
2000-09-17,261,27.07,81.52482604980469,0,14.6774,121.25562
2000-09-18,262,27.81,78.20391845703125,78.72148132324219,14.6774,121.25562
2000-09-19,263,28.2,75.45292663574219,0,14.6774,121.25562
2000-09-20,264,26.52,81.505035400390625,0,14.6774,121.25562
2000-09-21,265,26.53,81.19805145263672,77.40608215332031,14.6774,121.25562
2000-09-22,266,27.4,79.37626647949219,22.5767765045166,14.6774,121.25562
2000-09-23,267,26.79,80.7237777709961,22.5767765045166,14.6774,121.25562
2000-09-24,268,26.46,82.61256408691406,0,14.6774,121.25562
2000-09-25,269,26.44,80.45429229736328,0,14.6774,121.25562
2000-09-26,270,26.6,80.73895263671875,0,14.6774,121.25562
2000-09-27,271,26.74,79.39691162109375,0,14.6774,121.25562
2000-09-28,272,27.15,76.81282806396484,0,14.6774,121.25562
2000-09-29,273,26.18,79.1431884765625,0,14.6774,121.25562
2000-09-30,274,26.85,78.81986236572266,0,14.6774,121.25562
2000-10-01,275,26.8,80.13451385498047,0,14.6774,121.25562
2000-10-02,276,27.25,79.798553466796875,17.12359619140625,14.6774,121.25562
2000-10-03,277,26.58,82.74297332763672,17.12359619140625,14.6774,121.25562
2000-10-04,278,26.51,80.82891082763672,0,14.6774,121.25562
